iso3,year,gdp_pc,gdp_growth,trade_openness,resource_rents,urbanization,military_spending
MCO,1972,78166.3033413738,4.64830962143698,,0.0,100.0,
MCO,1973,82591.5137380706,6.55375750568663,,0.0,100.0,
MCO,1974,85729.8095579345,4.47461105113078,,0.0,100.0,
MCO,1975,84013.7170561646,-0.972637494746181,,0.0,100.0,
MCO,1976,86382.0160151437,4.41162878464969,,0.0,100.0,
MCO,1977,88164.4008364715,3.55323607971012,,0.0,100.0,
MCO,1978,90506.3380580042,3.95355130351356,,0.0,100.0,
MCO,1979,92704.9676890985,3.53420492941619,,0.0,100.0,
MCO,1980,93468.0634012794,1.68545743376301,,0.0,100.0,
MCO,1981,93739.1816077361,0.922378365935245,,0.0,100.0,
MCO,1982,95085.6031046345,2.4323894752107,,0.0,100.0,
MCO,1983,94848.727743484,1.194973349035,,0.0,100.0,
MCO,1984,94912.5173943415,1.4845156308988,,0.0,100.0,
MCO,1985,95274.3117216542,1.70869968354268,,0.0,100.0,
MCO,1986,96396.2283814114,2.4523646833738,,0.0,100.0,
MCO,1987,97606.9499621531,2.48457417040042,,0.0,100.0,
MCO,1988,100947.054448965,4.59860147535215,,0.0,100.0,
MCO,1989,104091.09474987,4.1636593103912,,0.0,100.0,
MCO,1990,105878.37276656,2.64345417053957,,0.0,100.0,
MCO,1991,106020.717884683,1.01512911296157,,0.0,100.0,
MCO,1992,106558.024151992,1.36663952678862,,0.0,100.0,
MCO,1993,104739.794413175,-0.913919721547302,,0.0,100.0,
MCO,1994,106244.898612952,2.21562422660615,,0.0,100.0,
MCO,1995,107691.087543628,2.11715302190068,,0.0,100.0,
MCO,1996,108107.452988927,1.11073179729593,,0.0,100.0,
MCO,1997,109747.029483889,2.23724927742614,,0.0,100.0,
MCO,1998,112873.604489635,3.50326599643141,,0.0,100.0,
MCO,1999,116084.581378187,3.30053899589946,,0.0,100.0,
MCO,2000,120456.506337384,3.91022992758094,,0.0,100.0,
MCO,2001,123122.12291461,2.18773369040099,,0.0,100.0,
MCO,2002,124481.880220824,1.02649757327522,,0.0,100.0,
MCO,2003,126022.239091348,1.08753654746801,,0.0,100.0,
MCO,2004,129403.404955341,2.47048260499609,,0.0,100.0,
MCO,2005,132253.218402608,1.89541410859198,,0.0,100.0,
MCO,2006,140615.178788026,5.81764849670007,,0.0,100.0,
MCO,2007,162028.480643444,14.4375144375144,,0.0,100.0,
MCO,2008,163243.752211148,0.746871215179652,,0.0,100.0,
MCO,2009,142375.532007071,-11.3369865758365,,0.0,100.0,
MCO,2010,141814.78664157,2.06521962654098,,0.0,100.0,
MCO,2011,148272.711991792,7.02235694617619,,0.0,100.0,
MCO,2012,146472.677860476,1.01221841230461,,0.0,100.0,
MCO,2013,157167.975027858,9.57709832354816,,0.0,100.0,
MCO,2014,165288.200345355,7.18702777537968,,0.0,100.0,
MCO,2015,170437.101188261,4.91037176536236,,0.0,100.0,
MCO,2016,173120.189785092,3.00844358752744,,0.0,100.0,
MCO,2017,165781.779121526,-3.20618323813213,,0.0,100.0,
MCO,2018,173041.761057866,5.69790121192926,,0.0,100.0,
MCO,2019,185582.7556905,7.12088951975396,,0.0,100.0,
MCO,2020,161262.925884403,-13.2391048292108,,0.0,100.0,
MCO,2021,194674.777609089,22.2322155851208,,0.0,100.0,
MCO,2022,214359.605825981,11.2662955198601,,,100.0,
MCO,2023,225884.183303985,5.44395088840088,,,100.0,
MCO,2024,247170.219910657,8.51053758860212,,,100.0,
MDA,1970,,,,,31.955150604248,
MDA,1971,,,,,32.7720947265625,
MDA,1972,,,,,33.8360900878906,
MDA,1973,,,,,34.8024444580078,
MDA,1974,,,,,35.5187225341797,
MDA,1975,,,,,36.3686065673828,
MDA,1976,,,,,37.189208984375,
MDA,1977,,,,,37.9459381103516,
MDA,1978,,,,,38.8043403625488,
MDA,1979,,,,,39.4675827026367,
